epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1634.73,0.38628,0.26286,0.9071,0.9857,0.96875,0.98408,0.88659,0.45675,0.29036,0.88808,0.00055064,0.00055064,0.00055064
185,1642.86,0.38163,0.25716,0.91321,0.98795,0.97917,0.98402,0.88968,0.45711,0.29014,0.89524,0.00054272,0.00054272,0.00054272
186,1652.53,0.38903,0.26773,0.90832,0.98787,0.97917,0.9831,0.88882,0.47807,0.30261,0.90645,0.0005348,0.0005348,0.0005348
187,1660.15,0.40585,0.27938,0.93087,0.98628,0.97917,0.97816,0.8795,0.47626,0.29952,0.90824,0.00052688,0.00052688,0.00052688
188,1670.1,0.36948,0.25714,0.89286,0.97797,0.97917,0.98515,0.88018,0.46813,0.29243,0.899,0.00051896,0.00051896,0.00051896
189,1677.68,0.3856,0.26871,0.90934,0.9678,0.97917,0.98759,0.89061,0.46045,0.27702,0.89945,0.00051104,0.00051104,0.00051104
190,1687.53,0.36961,0.24852,0.90332,0.97672,0.97917,0.98906,0.89744,0.45881,0.27158,0.89663,0.00050312,0.00050312,0.00050312
191,1695.32,0.36687,0.25499,0.89457,0.9875,0.97917,0.98853,0.896,0.46635,0.28565,0.89964,0.0004952,0.0004952,0.0004952
192,1705.5,0.35405,0.25118,0.88274,0.98619,0.97917,0.98848,0.89918,0.47039,0.27773,0.90491,0.00048728,0.00048728,0.00048728
193,1714.04,0.37113,0.25787,0.90956,0.98098,0.97917,0.98884,0.89318,0.46655,0.2706,0.90555,0.00047936,0.00047936,0.00047936
194,1723.42,0.37976,0.25638,0.91472,0.97853,0.97917,0.98689,0.89228,0.48118,0.2741,0.9081,0.00047144,0.00047144,0.00047144
195,1732.15,0.36284,0.25943,0.90168,0.98656,0.97917,0.98411,0.89145,0.47237,0.26746,0.90826,0.00046352,0.00046352,0.00046352
196,1740.77,0.37496,0.26305,0.89701,0.98644,0.97917,0.98438,0.88329,0.48665,0.28345,0.91174,0.0004556,0.0004556,0.0004556
197,1750.03,0.37837,0.26278,0.90937,0.98881,0.97917,0.98574,0.88849,0.47668,0.27913,0.90958,0.00044768,0.00044768,0.00044768
198,1758.37,0.36747,0.25336,0.89387,0.98889,0.97917,0.98184,0.88448,0.46959,0.27842,0.90063,0.00043976,0.00043976,0.00043976
199,1767.84,0.37073,0.25158,0.8971,0.97822,0.97917,0.98312,0.88703,0.46496,0.28473,0.8946,0.00043184,0.00043184,0.00043184
200,1775.48,0.38094,0.24777,0.90742,0.97853,0.97917,0.98737,0.88823,0.46434,0.27405,0.90629,0.00042392,0.00042392,0.00042392
201,1785.03,0.34316,0.2417,0.88472,0.98946,0.9781,0.98631,0.88851,0.47479,0.27857,0.91193,0.000416,0.000416,0.000416
202,1792.57,0.3722,0.25237,0.89099,0.98946,0.97785,0.98713,0.89393,0.48147,0.29283,0.91964,0.00040808,0.00040808,0.00040808
203,1802.35,0.36459,0.24918,0.89011,0.98679,0.96875,0.98234,0.88655,0.50228,0.30501,0.923,0.00040016,0.00040016,0.00040016
204,1810.3,0.36895,0.25229,0.89367,0.98404,0.96875,0.98249,0.89809,0.47948,0.29415,0.91839,0.00039224,0.00039224,0.00039224
205,1820.56,0.37092,0.24617,0.89766,0.96905,0.9784,0.98427,0.89736,0.46583,0.30117,0.90542,0.00038432,0.00038432,0.00038432
206,1828.26,0.36623,0.24881,0.89233,0.98936,0.96816,0.98284,0.8951,0.47198,0.30115,0.91416,0.0003764,0.0003764,0.0003764
207,1837.83,0.35193,0.24109,0.88827,0.97914,0.97811,0.98218,0.88716,0.46434,0.28671,0.90762,0.00036848,0.00036848,0.00036848
208,1846.17,0.36828,0.24203,0.8988,0.97914,0.97783,0.98213,0.88953,0.45699,0.27949,0.90054,0.00036056,0.00036056,0.00036056
209,1855.78,0.358,0.24282,0.89533,0.98688,0.96875,0.98375,0.89939,0.46282,0.29484,0.89391,0.00035264,0.00035264,0.00035264
210,1864.11,0.3376,0.2386,0.86762,0.98947,0.97867,0.98221,0.89268,0.47598,0.31554,0.90666,0.00034472,0.00034472,0.00034472
211,1873.75,0.36765,0.24849,0.90592,0.98853,0.97917,0.98254,0.89054,0.4814,0.31352,0.91315,0.0003368,0.0003368,0.0003368
212,1881.98,0.3743,0.25643,0.90684,0.98845,0.97917,0.98263,0.89418,0.48004,0.31689,0.91022,0.00032888,0.00032888,0.00032888
213,1891.02,0.34729,0.2394,0.89447,0.97935,0.98824,0.98121,0.88774,0.47764,0.30411,0.91259,0.00032096,0.00032096,0.00032096
214,1899.54,0.35277,0.24198,0.89945,0.98842,0.97917,0.97917,0.88587,0.4639,0.29244,0.90282,0.00031304,0.00031304,0.00031304
215,1908.33,0.34004,0.23095,0.87699,0.98854,0.97917,0.97343,0.87999,0.47539,0.29851,0.90901,0.00030512,0.00030512,0.00030512
216,1916.99,0.33039,0.22845,0.8656,0.98672,0.97917,0.97373,0.88069,0.46036,0.30568,0.90378,0.0002972,0.0002972,0.0002972
217,1925.27,0.34622,0.22984,0.8988,0.98947,0.97913,0.97697,0.88496,0.4653,0.31922,0.90565,0.00028928,0.00028928,0.00028928
218,1934.07,0.33548,0.22853,0.88466,0.98835,0.97917,0.98142,0.88353,0.48354,0.31958,0.91614,0.00028136,0.00028136,0.00028136
219,1942.68,0.34559,0.24142,0.88939,0.98946,0.9783,0.9834,0.89039,0.47483,0.30375,0.90919,0.00027344,0.00027344,0.00027344
220,1951.74,0.33976,0.23117,0.87663,0.98852,0.96875,0.98565,0.8933,0.47347,0.297,0.91057,0.00026552,0.00026552,0.00026552
221,1959.55,0.3315,0.23077,0.88015,0.98839,0.96875,0.98674,0.89586,0.4582,0.2893,0.90339,0.0002576,0.0002576,0.0002576
222,1969.34,0.33336,0.22584,0.88344,0.98837,0.96875,0.9837,0.89411,0.46688,0.29836,0.90714,0.00024968,0.00024968,0.00024968
223,1976.9,0.32981,0.23028,0.89049,0.98844,0.96875,0.98318,0.89213,0.45429,0.29853,0.904,0.00024176,0.00024176,0.00024176
224,1986.82,0.33411,0.21915,0.87611,0.98767,0.96875,0.9829,0.89521,0.44343,0.30261,0.89898,0.00023384,0.00023384,0.00023384
225,1994.75,0.32832,0.22152,0.88713,0.98703,0.96875,0.98268,0.8983,0.44265,0.29601,0.89398,0.00022592,0.00022592,0.00022592
226,2004.99,0.32301,0.22,0.87674,0.97915,0.97858,0.98164,0.8933,0.44363,0.27823,0.89963,0.000218,0.000218,0.000218
227,2013.01,0.32749,0.22102,0.87726,0.97915,0.9786,0.9823,0.89788,0.44977,0.276,0.89558,0.00021008,0.00021008,0.00021008
228,2022.52,0.32647,0.22976,0.8755,0.97916,0.97905,0.98309,0.90118,0.44698,0.27705,0.8948,0.00020216,0.00020216,0.00020216
229,2030.69,0.32399,0.22114,0.89159,0.97903,0.97917,0.98258,0.89604,0.44932,0.28759,0.89722,0.00019424,0.00019424,0.00019424
230,2039.5,0.33697,0.23042,0.89218,0.97898,0.97917,0.98192,0.88894,0.46479,0.2976,0.89985,0.00018632,0.00018632,0.00018632
231,2048.51,0.33375,0.22257,0.88673,0.97916,0.97891,0.98166,0.89449,0.45337,0.29607,0.89658,0.0001784,0.0001784,0.0001784
232,2057.76,0.32445,0.22095,0.88494,0.97915,0.97826,0.98119,0.89968,0.45139,0.28185,0.89813,0.00017048,0.00017048,0.00017048
233,2066.36,0.31774,0.21868,0.87669,0.97915,0.97822,0.98145,0.90059,0.45818,0.29112,0.89955,0.00016256,0.00016256,0.00016256
234,2075.46,0.3154,0.2094,0.87204,0.98694,0.96875,0.98281,0.90307,0.45579,0.29339,0.90126,0.00015464,0.00015464,0.00015464
235,2083.65,0.33677,0.22695,0.89802,0.98682,0.96875,0.98276,0.90597,0.45219,0.29275,0.89882,0.00014672,0.00014672,0.00014672
236,2092.36,0.31336,0.20995,0.88036,0.98672,0.96875,0.98179,0.90492,0.4556,0.29086,0.90182,0.0001388,0.0001388,0.0001388
237,2101.41,0.32901,0.22457,0.88799,0.9869,0.96875,0.98291,0.9015,0.45336,0.28384,0.89982,0.00013088,0.00013088,0.00013088
238,2109.39,0.33149,0.22061,0.89299,0.97915,0.97858,0.98366,0.90491,0.44056,0.26969,0.89351,0.00012296,0.00012296,0.00012296
239,2118.86,0.29873,0.2153,0.87219,0.97904,0.97917,0.98359,0.90151,0.44444,0.26709,0.89651,0.00011504,0.00011504,0.00011504
240,2127.37,0.31765,0.2249,0.88323,0.97885,0.97917,0.98434,0.89547,0.44797,0.26496,0.89881,0.00010712,0.00010712,0.00010712
241,2140.99,0.27892,0.19708,0.84424,0.97887,0.97917,0.98447,0.89907,0.44812,0.2659,0.89837,9.92e-05,9.92e-05,9.92e-05
242,2150.49,0.27881,0.18827,0.83664,0.97904,0.97917,0.98375,0.89507,0.44915,0.26989,0.89854,9.128e-05,9.128e-05,9.128e-05
243,2158.8,0.26328,0.18403,0.83108,0.97913,0.97761,0.98254,0.89358,0.4472,0.27218,0.89751,8.336e-05,8.336e-05,8.336e-05
244,2167.52,0.26511,0.17891,0.82166,0.98799,0.96875,0.98202,0.89781,0.44703,0.27385,0.89945,7.544e-05,7.544e-05,7.544e-05
245,2176.01,0.26174,0.17913,0.82543,0.98581,0.96875,0.98221,0.89813,0.44753,0.27897,0.8993,6.752e-05,6.752e-05,6.752e-05
246,2183.86,0.2578,0.17436,0.82796,0.98451,0.96875,0.98219,0.89545,0.45062,0.28327,0.90044,5.96e-05,5.96e-05,5.96e-05
247,2192.79,0.24996,0.17366,0.81276,0.98456,0.96875,0.98119,0.89427,0.45049,0.2872,0.90056,5.168e-05,5.168e-05,5.168e-05
248,2200.28,0.27055,0.17972,0.84612,0.98249,0.96875,0.98093,0.89537,0.4537,0.28907,0.90304,4.376e-05,4.376e-05,4.376e-05
249,2209.38,0.26214,0.17577,0.82998,0.97892,0.96875,0.98075,0.89556,0.45676,0.28754,0.90497,3.584e-05,3.584e-05,3.584e-05
250,2216.93,0.25266,0.17142,0.83139,0.97848,0.96875,0.98061,0.89646,0.45697,0.28445,0.9056,2.792e-05,2.792e-05,2.792e-05
